sid,course_count,average_score
800001216,3,62.3333333333333333
800002933,4,73.6666666666666667
800005753,1,66.0000000000000000
800006682,3,89.0000000000000000
800006941,4,71.0000000000000000
800007595,3,74.0000000000000000
800008565,1,76.0000000000000000
800009026,3,88.5000000000000000
800009099,3,87.5000000000000000
800009249,3,75.5000000000000000
800010666,2,73.5000000000000000
800013889,4,84.5000000000000000
800014004,3,70.0000000000000000
800014678,2,71.0000000000000000
800014991,2,83.0000000000000000
800015244,1,
800015960,1,83.0000000000000000
800016416,3,75.6666666666666667
800016895,3,88.0000000000000000
800017442,4,75.0000000000000000
800017444,4,73.5000000000000000
800017669,3,70.0000000000000000
800017736,4,84.0000000000000000
800020409,3,69.0000000000000000
800020890,4,70.2500000000000000
800022091,4,75.5000000000000000
800022243,4,69.2000000000000000
800023031,2,69.0000000000000000
800023487,5,72.2500000000000000
800023963,3,92.0000000000000000
800025157,5,77.0000000000000000
800026053,4,68.7500000000000000
800028044,4,65.5000000000000000
800028649,3,84.0000000000000000
800029781,3,71.3333333333333333
800031326,3,71.6666666666666667
800031798,4,82.2000000000000000
800032383,4,77.7500000000000000
800032434,1,53.0000000000000000
800032459,2,58.5000000000000000
800032997,2,69.5000000000000000
800033159,4,73.0000000000000000
800034166,5,81.4000000000000000
800035156,1,95.0000000000000000
800036362,3,71.6666666666666667
800039253,2,70.0000000000000000
800040069,1,52.0000000000000000
800040140,2,63.5000000000000000
800041459,2,66.0000000000000000
800041569,1,91.0000000000000000
800041941,2,75.5000000000000000
800042483,4,84.3333333333333333
800042511,3,70.3333333333333333
800042626,5,69.0000000000000000
800043108,2,82.5000000000000000
800044990,2,77.5000000000000000
800045482,2,68.0000000000000000
800045629,3,72.0000000000000000
800045663,1,96.0000000000000000
800045856,3,78.0000000000000000
800046262,4,78.5000000000000000
800047787,2,61.5000000000000000
800048992,1,54.0000000000000000
800051082,5,72.8000000000000000
800052159,2,63.0000000000000000
800052228,5,75.2000000000000000
800053334,5,68.2500000000000000
800053557,2,93.5000000000000000
800053584,1,81.0000000000000000
800054476,4,71.6666666666666667
800056217,3,69.0000000000000000
800056464,2,81.0000000000000000
800057889,1,60.0000000000000000
800060416,5,88.5000000000000000
800061741,4,72.0000000000000000
800062144,2,71.0000000000000000
800062157,3,72.0000000000000000
800062279,4,71.6666666666666667
800062641,2,93.0000000000000000
800063121,3,65.6666666666666667
800064534,2,80.0000000000000000
800064601,2,74.0000000000000000
800064807,3,62.0000000000000000
800065372,3,70.6666666666666667
800066907,4,81.5000000000000000
800068367,1,72.0000000000000000
800069786,3,77.0000000000000000
800069811,5,74.5000000000000000
800070398,2,89.0000000000000000
800070739,2,66.0000000000000000
800071412,1,78.0000000000000000
800071780,1,75.0000000000000000
800075739,5,76.2000000000000000
800076337,2,80.0000000000000000
800076589,2,60.5000000000000000
800077542,3,76.0000000000000000
800079081,1,92.0000000000000000
800079198,5,72.0000000000000000
800079782,5,76.0000000000000000
800080076,4,72.0000000000000000
800083607,1,83.0000000000000000
800084496,4,72.0000000000000000
800084502,5,70.8000000000000000
800084530,3,80.0000000000000000
800085820,1,71.0000000000000000
800087012,1,72.0000000000000000
800087520,5,81.6000000000000000
800092171,2,77.0000000000000000
800094297,2,86.0000000000000000
800094436,4,79.2500000000000000
800097178,3,84.0000000000000000
800098727,1,97.0000000000000000
800099319,2,68.5000000000000000
800099482,3,72.3333333333333333
800099678,4,67.0000000000000000
800099878,4,75.4000000000000000
800101333,5,75.2000000000000000
800101855,1,74.0000000000000000
800101952,1,69.0000000000000000
800102039,1,95.0000000000000000
800102944,3,70.0000000000000000
800105085,2,65.0000000000000000
800105262,2,86.0000000000000000
800107555,2,90.5000000000000000
800108292,1,81.0000000000000000
800110064,5,74.8000000000000000
800110485,1,67.0000000000000000
800110632,1,78.0000000000000000
800110633,3,75.6666666666666667
800111235,1,85.0000000000000000
800111391,2,87.5000000000000000
800111403,1,85.0000000000000000
800114040,3,61.6666666666666667
800114217,2,
800114263,3,87.3333333333333333
800116045,5,73.8000000000000000
800117793,4,86.0000000000000000
800121223,3,68.3333333333333333
800122464,4,82.2500000000000000
800122757,3,72.6666666666666667
800123668,4,89.5000000000000000
800124696,3,83.5000000000000000
800124722,3,86.0000000000000000
800126870,4,70.5000000000000000
800126924,3,69.5000000000000000
800127369,2,72.5000000000000000
800132776,4,75.7500000000000000
800134953,1,96.0000000000000000
800137078,2,72.5000000000000000
800138036,5,77.4000000000000000
800139095,3,70.6666666666666667
800141278,4,67.0000000000000000
800148698,2,68.0000000000000000
800151181,3,62.7500000000000000
800151262,4,58.0000000000000000
800151561,3,80.3333333333333333
800152632,4,80.0000000000000000
800153660,3,59.0000000000000000
800154394,2,83.6666666666666667
800157064,3,82.3333333333333333
800157175,2,78.0000000000000000
800158270,3,66.5000000000000000
800160136,5,77.2500000000000000
800160585,2,76.5000000000000000
800161328,4,68.7500000000000000
800161341,2,85.0000000000000000
800161765,1,52.0000000000000000
800162099,1,74.0000000000000000
800162370,1,68.0000000000000000
800162941,3,82.3333333333333333
800163736,2,69.5000000000000000
800164215,2,68.6666666666666667
800164926,5,68.6000000000000000
800165400,5,76.4000000000000000
800166448,3,76.6666666666666667
800166616,1,94.0000000000000000
800166716,2,67.0000000000000000
800167367,3,80.6666666666666667
800168037,1,77.0000000000000000
800168378,1,79.0000000000000000
800168737,2,68.0000000000000000
800169640,3,79.3333333333333333
800169970,3,78.6666666666666667
800170358,1,54.0000000000000000
800170613,3,82.0000000000000000
800171998,1,78.0000000000000000
800173079,2,80.5000000000000000
800174745,4,77.4000000000000000
800175087,4,69.0000000000000000
800175900,1,60.0000000000000000
800177146,2,90.5000000000000000
800178151,1,55.0000000000000000
800178280,1,79.0000000000000000
800179029,1,89.0000000000000000
800180704,2,77.0000000000000000
800183820,2,80.0000000000000000
800183887,4,68.7500000000000000
800184238,5,69.7500000000000000
800187485,4,80.5000000000000000
800187710,2,87.0000000000000000
800187868,3,74.0000000000000000
800188389,2,62.0000000000000000
800188466,4,81.0000000000000000
800190478,5,70.2500000000000000
800193374,3,84.5000000000000000
800194709,1,60.0000000000000000
800195717,1,
800196008,1,96.0000000000000000
800196293,5,79.0000000000000000
800196709,2,76.5000000000000000
800198463,5,73.0000000000000000
800199287,3,67.0000000000000000
800199516,3,81.3333333333333333
800200418,5,78.2000000000000000
800202432,4,65.5000000000000000
800202438,3,94.0000000000000000
800203096,5,72.8000000000000000
800204212,1,
800204650,2,89.5000000000000000
800206409,3,90.6666666666666667
800206671,2,79.0000000000000000
800208240,2,73.0000000000000000
800208852,2,84.5000000000000000
800209484,2,66.0000000000000000
800211044,2,90.0000000000000000
800211860,3,60.5000000000000000
800213780,3,78.5000000000000000
800215306,5,80.8000000000000000
800215619,5,77.5000000000000000
800216402,5,82.6000000000000000
800216717,4,86.2500000000000000
800217185,5,62.2500000000000000
800218831,3,87.7500000000000000
800219889,3,74.0000000000000000
800223603,1,63.0000000000000000
800223634,1,91.0000000000000000
800226268,4,71.0000000000000000
800226911,4,82.5000000000000000
800227521,4,65.2500000000000000
800227833,3,73.6666666666666667
800228309,1,87.0000000000000000
800228747,2,76.3333333333333333
800229169,4,64.0000000000000000
800229512,4,74.6666666666666667
800230254,4,84.7500000000000000
800230413,1,54.0000000000000000
800230908,2,82.0000000000000000
800231255,2,64.5000000000000000
800232011,5,91.5000000000000000
800232881,2,90.5000000000000000
800233042,1,91.0000000000000000
800233504,5,83.4000000000000000
800234387,4,75.2500000000000000
800235053,2,61.0000000000000000
800235233,2,70.5000000000000000
800236351,1,94.0000000000000000
800236928,5,72.4000000000000000
800237056,4,81.0000000000000000
800239385,2,88.0000000000000000
800239653,1,80.0000000000000000
800240614,1,89.0000000000000000
800240875,4,83.5000000000000000
800243052,4,74.5000000000000000
800243395,1,64.0000000000000000
800247488,4,76.0000000000000000
800247638,5,85.0000000000000000
800249234,4,80.6000000000000000
800250188,1,52.0000000000000000
800250331,4,82.0000000000000000
800250664,5,64.8000000000000000
800252498,4,75.7500000000000000
800252989,5,79.8000000000000000
800253123,3,73.3333333333333333
800254463,1,53.0000000000000000
800258080,1,53.0000000000000000
800258837,1,84.0000000000000000
800259217,4,76.7500000000000000
800259316,4,52.0000000000000000
800259474,4,78.0000000000000000
800260402,3,80.6666666666666667
800260447,3,83.0000000000000000
800261066,4,61.0000000000000000
800261679,5,73.6000000000000000
800261754,4,71.4000000000000000
800262058,1,88.0000000000000000
800262539,1,78.0000000000000000
800263611,3,61.3333333333333333
800263640,4,72.0000000000000000
800263745,1,87.0000000000000000
800264428,1,69.0000000000000000
800264685,4,62.0000000000000000
800266130,2,78.5000000000000000
800266508,3,93.5000000000000000
800267709,2,61.0000000000000000
800268599,2,54.0000000000000000
800269229,4,78.7500000000000000
800269570,3,86.0000000000000000
800269666,3,74.0000000000000000
800269772,4,66.3333333333333333
800269975,4,81.0000000000000000
800270084,5,65.2500000000000000
800270413,5,78.6000000000000000
800271270,1,64.0000000000000000
800273370,1,90.0000000000000000
800275523,1,92.0000000000000000
800276260,2,73.5000000000000000
800277651,1,
800278158,1,79.0000000000000000
800278300,1,81.0000000000000000
800278910,4,73.5000000000000000
800279380,4,77.0000000000000000
800279730,2,65.5000000000000000
800280380,1,99.0000000000000000
800282366,5,83.4000000000000000
800282948,3,83.0000000000000000
800283010,4,83.0000000000000000
800283194,1,84.0000000000000000
800284630,3,71.0000000000000000
800288153,2,77.0000000000000000
800288950,1,91.0000000000000000
800289242,4,71.7500000000000000
800289261,1,67.0000000000000000
800289828,4,67.3333333333333333
800290090,4,71.5000000000000000
800292391,5,67.2500000000000000
800293876,1,54.0000000000000000
800294379,4,72.5000000000000000
800294531,5,74.8000000000000000
800294675,4,82.0000000000000000
800295858,1,88.0000000000000000
800295987,3,79.6666666666666667
800297127,4,71.0000000000000000
800297692,4,75.2500000000000000
800297926,4,80.7500000000000000
800298624,4,82.0000000000000000
800298908,3,54.3333333333333333
800299334,3,73.3333333333333333
800300311,3,79.0000000000000000
800303461,4,81.3333333333333333
800304426,5,75.8000000000000000
800307150,5,83.0000000000000000
800311934,5,69.4000000000000000
800312684,3,72.0000000000000000
800313260,1,99.0000000000000000
800313919,3,68.3333333333333333
800314678,1,82.0000000000000000
800315810,1,80.0000000000000000
800317245,4,64.0000000000000000
800318078,4,91.0000000000000000
800319660,2,77.5000000000000000
800322305,2,91.5000000000000000
800323661,2,95.0000000000000000
800327097,5,84.5000000000000000
800328261,1,76.0000000000000000
800328517,4,70.5000000000000000
800329502,5,75.2000000000000000
800330720,3,71.3333333333333333
800331274,2,72.0000000000000000
800333311,5,79.6000000000000000
800334487,2,85.5000000000000000
800335302,1,97.0000000000000000
800336077,3,66.0000000000000000
800337032,1,85.0000000000000000
800338974,1,73.0000000000000000
800339067,4,66.2500000000000000
800340341,3,82.2500000000000000
800340753,2,58.0000000000000000
800341227,1,92.0000000000000000
800342049,4,73.7500000000000000
800342117,3,90.0000000000000000
800344167,2,69.0000000000000000
800344780,1,91.0000000000000000
800345551,4,79.0000000000000000
800347389,4,68.7500000000000000
800349481,1,63.0000000000000000
800352112,4,77.5000000000000000
800352864,5,63.6000000000000000
800353002,3,77.3333333333333333
800353339,4,61.2500000000000000
800354595,5,72.6000000000000000
800354788,1,72.0000000000000000
800358677,5,78.0000000000000000
800361160,4,80.5000000000000000
800362068,2,85.0000000000000000
800365601,2,90.0000000000000000
800365877,5,63.8000000000000000
800367588,1,98.0000000000000000
800368416,2,83.0000000000000000
800372756,4,86.2500000000000000
800374873,2,79.5000000000000000
800378111,3,73.2500000000000000
800378416,4,83.2000000000000000
800378874,5,70.6000000000000000
800379077,4,63.0000000000000000
800379383,1,53.0000000000000000
800383240,4,59.5000000000000000
800384191,1,89.0000000000000000
800386227,4,75.0000000000000000
800386557,2,92.5000000000000000
800390959,2,85.0000000000000000
800391082,3,80.3333333333333333
800392723,5,82.4000000000000000
800393597,2,69.6666666666666667
800394004,2,64.5000000000000000
800394869,3,78.6666666666666667
800398470,2,79.5000000000000000
800399032,2,83.5000000000000000
800399550,4,68.0000000000000000
800399973,2,53.0000000000000000
800400977,4,89.0000000000000000
800401086,4,62.2500000000000000
800402028,2,64.0000000000000000
800403864,4,77.8000000000000000
800405005,3,71.7500000000000000
800405843,1,84.0000000000000000
800406209,5,82.4000000000000000
800406513,1,54.0000000000000000
800406518,3,88.0000000000000000
800406681,5,72.0000000000000000
800409007,4,86.2500000000000000
800410925,4,66.6666666666666667
800411031,3,74.6666666666666667
800412232,1,86.0000000000000000
800412396,3,73.0000000000000000
800412615,3,70.0000000000000000
800413472,5,94.0000000000000000
800413912,2,70.5000000000000000
800414392,5,79.6000000000000000
800415976,3,62.5000000000000000
800417342,3,77.3333333333333333
800418531,2,93.0000000000000000
800419017,5,74.4000000000000000
800420861,4,72.6666666666666667
800421287,1,86.0000000000000000
800421682,2,73.0000000000000000
800423272,1,91.0000000000000000
800424278,2,85.0000000000000000
800424686,4,86.5000000000000000
800424995,4,84.7500000000000000
800425617,4,68.7500000000000000
800426903,3,60.0000000000000000
800428156,1,78.0000000000000000
800428157,3,69.6666666666666667
800430567,4,82.0000000000000000
800432408,4,86.7500000000000000
800432448,3,68.6666666666666667
800432697,5,68.6000000000000000
800434099,1,91.0000000000000000
800434445,5,71.2500000000000000
800435169,1,51.0000000000000000
800436730,1,62.0000000000000000
800437235,4,82.0000000000000000
800439401,5,68.0000000000000000
800439466,4,64.0000000000000000
800439920,4,73.0000000000000000
800442438,4,69.7500000000000000
800442633,2,77.5000000000000000
800443039,5,79.0000000000000000
800443715,5,72.5000000000000000
800444240,5,69.4000000000000000
800445015,3,64.0000000000000000
800445090,4,75.7500000000000000
800446278,3,62.0000000000000000
800448502,3,75.6666666666666667
800448907,2,74.0000000000000000
800449816,1,76.0000000000000000
800450711,2,88.0000000000000000
800451610,3,96.5000000000000000
800453765,4,75.0000000000000000
800454330,4,81.2500000000000000
800456670,4,78.4000000000000000
800457803,5,67.4000000000000000
800458921,3,85.0000000000000000
800459123,3,78.0000000000000000
800461598,4,66.8000000000000000
800462602,1,90.0000000000000000
800463585,2,61.5000000000000000
800463829,3,76.6666666666666667
800464046,1,81.0000000000000000
800466090,2,99.0000000000000000
800467586,4,71.2500000000000000
800468610,4,84.2500000000000000
800468629,1,67.0000000000000000
800470710,3,96.0000000000000000
800471074,4,63.0000000000000000
800473804,3,63.5000000000000000
800474214,1,87.0000000000000000
800474712,4,76.6666666666666667
800476230,2,64.5000000000000000
800476929,2,80.0000000000000000
800477504,1,79.0000000000000000
800478525,5,70.5000000000000000
800478705,2,76.5000000000000000
800480919,5,82.3333333333333333
800483218,1,80.0000000000000000
800483368,2,60.0000000000000000
800483756,5,65.7500000000000000
800483782,1,67.0000000000000000
800484384,1,76.0000000000000000
800484443,1,72.0000000000000000
800487210,3,61.0000000000000000
800488141,3,72.6666666666666667
800488264,1,78.0000000000000000
800488288,5,72.2000000000000000
800490306,4,64.7500000000000000
800490436,4,79.0000000000000000
800491692,3,83.3333333333333333
800492852,2,75.0000000000000000
800494086,3,77.0000000000000000
800494095,3,87.5000000000000000
800498593,2,85.0000000000000000
800500278,4,66.5000000000000000
800500620,4,90.0000000000000000
800501611,1,86.0000000000000000
800503625,4,76.2500000000000000
800504934,5,77.6000000000000000
800505072,5,76.5000000000000000
800505984,3,79.6666666666666667
800506045,5,80.6000000000000000
800506395,3,83.2500000000000000
800506699,2,72.0000000000000000
800507539,2,99.0000000000000000
800508036,3,73.6666666666666667
800509494,1,90.0000000000000000
800509610,4,76.2000000000000000
800512920,5,71.6000000000000000
800513796,1,62.0000000000000000
800515678,4,73.3333333333333333
800516382,5,79.6000000000000000
800517755,5,76.0000000000000000
800518034,2,79.0000000000000000
800518896,4,69.6000000000000000
800520424,1,74.0000000000000000
800521121,4,75.0000000000000000
800522628,5,82.4000000000000000
800523732,1,
800523937,4,82.6000000000000000
800524666,3,79.0000000000000000
800525415,1,51.0000000000000000
800526076,3,70.0000000000000000
800526377,1,71.0000000000000000
800526986,5,80.2500000000000000
800528601,3,79.6666666666666667
800529063,4,71.5000000000000000
800529955,4,78.2500000000000000
800530158,2,89.0000000000000000
800531118,3,79.0000000000000000
800532111,3,78.0000000000000000
800533412,1,71.0000000000000000
800533454,1,88.0000000000000000
800533813,2,68.0000000000000000
800535606,1,72.0000000000000000
800536207,3,76.3333333333333333
800536914,1,61.0000000000000000
800537783,4,74.5000000000000000
800539517,4,73.5000000000000000
800540995,2,73.5000000000000000
800541271,4,79.0000000000000000
800542249,4,61.0000000000000000
800544780,5,77.0000000000000000
800545130,1,55.0000000000000000
800545155,3,75.6666666666666667
800545968,3,87.0000000000000000
800549594,1,92.0000000000000000
800550293,2,78.0000000000000000
800550744,2,80.0000000000000000
800554079,5,60.3333333333333333
800554358,5,70.7500000000000000
800555472,4,75.2500000000000000
800557717,5,82.6000000000000000
800558304,4,73.5000000000000000
800559607,3,66.0000000000000000
800559686,5,76.4000000000000000
800561003,4,82.7500000000000000
800563696,2,64.5000000000000000
800565762,4,68.4000000000000000
800567068,2,75.0000000000000000
800568965,5,79.6000000000000000
800569428,1,73.0000000000000000
800569575,3,85.5000000000000000
800569922,2,66.0000000000000000
800571874,4,84.7500000000000000
800572129,4,74.0000000000000000
800572620,5,84.7500000000000000
800574418,4,76.7500000000000000
800575453,4,76.0000000000000000
800576209,1,50.0000000000000000
800576923,4,85.0000000000000000
800578280,4,91.0000000000000000
800578374,5,74.4000000000000000
800579447,5,69.2500000000000000
800579690,4,82.6666666666666667
800579834,2,70.0000000000000000
800580226,4,81.0000000000000000
800580420,1,60.0000000000000000
800580503,4,76.2000000000000000
800580945,2,79.5000000000000000
800580971,1,50.0000000000000000
800582170,1,67.0000000000000000
800583246,1,63.0000000000000000
800583546,2,86.5000000000000000
800583809,3,65.0000000000000000
800583916,4,95.3333333333333333
800584211,3,68.5000000000000000
800585010,3,77.5000000000000000
800585537,1,84.0000000000000000
800585883,1,62.0000000000000000
800587259,3,87.3333333333333333
800588456,3,71.0000000000000000
800588476,5,87.8000000000000000
800588922,5,75.6000000000000000
800589164,3,58.0000000000000000
800589234,3,78.6666666666666667
800589284,3,77.0000000000000000
800590903,1,74.0000000000000000
800591501,1,74.0000000000000000
800591557,4,63.2500000000000000
800594199,4,74.0000000000000000
800595586,2,75.0000000000000000
800598010,5,72.0000000000000000
800598540,1,77.0000000000000000
800600113,4,81.0000000000000000
800600326,3,76.3333333333333333
800600742,2,79.5000000000000000
800602191,1,79.0000000000000000
800602737,2,58.5000000000000000
800603530,1,60.0000000000000000
800603597,1,83.0000000000000000
800605410,1,52.0000000000000000
800607223,1,63.0000000000000000
800608333,2,87.3333333333333333
800609251,3,72.5000000000000000
800612201,3,70.3333333333333333
800612342,4,86.0000000000000000
800613628,1,94.0000000000000000
800613877,2,67.3333333333333333
800615782,2,84.0000000000000000
800615792,2,91.5000000000000000
800619324,5,62.0000000000000000
800619543,4,80.5000000000000000
800620307,2,87.0000000000000000
800620899,1,93.0000000000000000
800621109,2,73.0000000000000000
800623715,5,66.4000000000000000
800626701,5,78.5000000000000000
800627839,1,55.0000000000000000
800628862,1,82.0000000000000000
800628888,5,91.2500000000000000
800629328,2,70.5000000000000000
800629382,4,73.7500000000000000
800629957,5,73.5000000000000000
800631513,2,73.5000000000000000
800631757,2,78.5000000000000000
800631908,4,83.7500000000000000
800632754,5,75.0000000000000000
800633209,2,79.0000000000000000
800633257,2,86.0000000000000000
800633353,1,63.0000000000000000
800634319,5,62.2000000000000000
800635719,1,98.0000000000000000
800635884,4,80.6000000000000000
800636439,3,75.5000000000000000
800637085,3,76.3333333333333333
800638226,2,80.0000000000000000
800638501,5,67.6000000000000000
800638989,2,60.0000000000000000
800639251,3,78.6666666666666667
800639941,4,74.7500000000000000
800640525,1,70.0000000000000000
800641641,1,52.0000000000000000
800642637,4,72.6000000000000000
800643147,4,67.8000000000000000
800643782,4,77.5000000000000000
800644589,3,93.6666666666666667
800646059,1,55.0000000000000000
800646186,2,84.5000000000000000
800647557,5,83.6000000000000000
800647752,5,73.5000000000000000
800648656,3,82.5000000000000000
800648958,4,72.7500000000000000
800648981,5,80.2000000000000000
800649494,5,83.0000000000000000
800649822,2,89.0000000000000000
800652854,4,75.7500000000000000
800654557,3,81.3333333333333333
800656658,1,83.0000000000000000
800657615,3,69.6666666666666667
800657850,1,54.0000000000000000
800659068,1,55.0000000000000000
800660363,2,70.5000000000000000
800662009,5,84.6000000000000000
800662089,3,80.3333333333333333
800662609,1,71.0000000000000000
800663980,4,83.4000000000000000
800664912,1,65.0000000000000000
800665307,3,79.6666666666666667
800666161,3,73.0000000000000000
800668592,5,68.7500000000000000
800670184,1,67.0000000000000000
800670207,5,77.2000000000000000
800670808,1,69.0000000000000000
800671209,2,73.5000000000000000
800671549,2,61.5000000000000000
800672656,5,84.7500000000000000
800672713,3,71.5000000000000000
800675025,4,72.5000000000000000
800676300,1,97.0000000000000000
800680392,4,69.6666666666666667
800682653,3,86.3333333333333333
800682985,4,74.7500000000000000
800683846,1,68.0000000000000000
800686741,4,72.5000000000000000
800688124,4,68.6666666666666667
800688984,2,86.0000000000000000
800690062,1,98.0000000000000000
800692188,2,80.5000000000000000
800692581,2,92.5000000000000000
800693570,1,91.0000000000000000
800694242,5,79.8000000000000000
800694995,2,81.0000000000000000
800696291,3,65.3333333333333333
800697152,5,74.2000000000000000
800700311,2,78.0000000000000000
800700457,5,70.7500000000000000
800700779,1,67.0000000000000000
800701314,2,74.0000000000000000
800702662,3,73.7500000000000000
800705139,1,98.0000000000000000
800705621,3,69.0000000000000000
800707298,3,78.7500000000000000
800711054,3,81.0000000000000000
800711607,1,84.0000000000000000
800712584,1,
800714571,3,77.0000000000000000
800714873,5,77.5000000000000000
800717524,3,86.6666666666666667
800718275,1,99.0000000000000000
800721606,1,82.0000000000000000
800721627,2,63.0000000000000000
800723219,4,66.6666666666666667
800724565,5,70.7500000000000000
800726746,3,73.6666666666666667
800730041,3,74.3333333333333333
800730566,1,89.0000000000000000
800731254,1,66.0000000000000000
800732719,4,77.5000000000000000
800736524,5,86.2000000000000000
800736556,2,87.0000000000000000
800736871,2,61.5000000000000000
800738402,2,89.5000000000000000
800738421,4,82.2500000000000000
800739413,4,67.2000000000000000
800741112,2,73.5000000000000000
800743176,1,65.0000000000000000
800743264,2,78.5000000000000000
800743879,1,93.0000000000000000
800744269,3,77.0000000000000000
800744345,3,91.0000000000000000
800744476,2,72.0000000000000000
800744753,3,80.0000000000000000
800744820,5,76.0000000000000000
800744990,3,60.0000000000000000
800749181,3,89.3333333333333333
800750361,4,70.7500000000000000
800750477,4,70.7500000000000000
800751669,1,82.0000000000000000
800752843,3,80.6666666666666667
800754596,3,78.6666666666666667
800754872,1,77.0000000000000000
800755204,2,81.0000000000000000
800755426,1,75.0000000000000000
800755443,4,73.2500000000000000
800755818,2,89.0000000000000000
800757382,4,72.2500000000000000
800757996,4,84.3333333333333333
800758208,5,77.0000000000000000
800758618,4,79.7500000000000000
800760701,2,71.5000000000000000
800761148,1,89.0000000000000000
800762279,1,84.0000000000000000
800762523,3,79.5000000000000000
800763153,5,74.4000000000000000
800763749,1,62.0000000000000000
800764149,3,78.0000000000000000
800764302,4,84.0000000000000000
800767556,2,75.5000000000000000
800768696,2,71.5000000000000000
800769558,2,66.5000000000000000
800769635,2,82.0000000000000000
800771646,4,72.3333333333333333
800771678,3,83.6666666666666667
800772641,5,74.8000000000000000
800772758,1,77.0000000000000000
800772959,1,78.0000000000000000
